store_key,store_id,store_name,province_id,province_name
670,4889,BHX_LAN_VHU - Thửa 333 Vĩnh Hưng,1028,Tỉnh Tây Ninh
671,4459,BHX_BTR_TPH - Thửa 152  Đường Thủy Sản,1030,Tỉnh Vĩnh Long
672,6574,BHX_KGI_RGI - 180 Lâm Quang Ky,1031,Tỉnh An Giang
673,7285,BHX_DNG_DSO - Nam Bình,1025,Tỉnh Lâm Đồng
674,2452,BHX_HCM_Q12 - 16A/B4 Hà Thị Khiêm,1027,Thành phố Hồ Chí Minh
675,6279,BHX_VLO_BTA - Tổ 12 Tân Lược,1030,Tỉnh Vĩnh Long
676,8343,BHX_CTH_TNO - Thửa 10 Long Thạnh A,1032,Thành phố Cần Thơ
677,4384,BHX_CTH_NKI - Thửa 108 Nguyễn Văn Linh,1032,Thành phố Cần Thơ
678,14339,BHX_DNA_CLE - Hoà Phát,1020,Thành phố Đà Nẵng
679,9294,BHX_HCM_TDU - Hiệp Phú,1027,Thành phố Hồ Chí Minh
680,6030,BHX_KHH_NTR - 34 Trường Sa,1023,Tỉnh Khánh Hòa
681,29960,BHX_HCM_TKH - Lý Tự Trọng,1027,Thành phố Hồ Chí Minh
682,6630,BHX_DON_CMY - Cam Tiên (Nhân Nghĩa),1026,Tỉnh Đồng Nai
683,15738,BHX_GLA_TNH - 573 Lê Đại Hành,1022,Tỉnh Gia Lai
684,30016,BHX_DON_LTH - Bình Sơn 2,1026,Tỉnh Đồng Nai
685,2338,BHX_HCM_Q12 - 111 Tân Chánh Hiệp,1027,Thành phố Hồ Chí Minh
686,28250,BHX_DON_LNI - Lộc Ninh,1026,Tỉnh Đồng Nai
687,4478,BHX_HCM_NBE - 44 Huỳnh Tấn Phát,1027,Thành phố Hồ Chí Minh
688,14734,BHX_QBI_QNI - Gia Ninh,1018,Tỉnh Quảng Trị
689,3371,BHX_HCM_TBI - 166A Trần Văn Quang,1027,Thành phố Hồ Chí Minh
690,30138,BHX_DON_THI - 555  Phạm Văn Thuận,1026,Tỉnh Đồng Nai
691,5425,BHX_DON_LTH - 99 An Phước,1026,Tỉnh Đồng Nai
692,4742,BHX_AGI_CPH - 416 Quốc Lộ 91 (Cổng KĐT Sao Mai),1031,Tỉnh An Giang
693,27991,BHX_GLA_PCA - Chợ Chiều Phù Cát,1022,Tỉnh Gia Lai
694,6065,BHX_HCM_CCH - 264A Nguyễn Thị Lắng,1027,Thành phố Hồ Chí Minh
695,28590,BHX_TNI_BLU - Kho SC Trái Cây (NECS),1028,Tỉnh Tây Ninh
696,14622,BHX_BDI_ANH - 200 Phạm Văn Đồng,1022,Tỉnh Gia Lai
697,28560,BHX_CTH_HPH - Hưng Phú,1032,Thành phố Cần Thơ
698,14112,BHX_HCM_BTH - 41 Nguyễn Văn Lạc,1027,Thành phố Hồ Chí Minh
699,14152,BHX_QNA_TKY - 05 Nguyễn Văn Trỗi,1020,Thành phố Đà Nẵng
700,4781,BHX_BPH_CTH - Thửa 33 QL13 Minh Hưng,1026,Tỉnh Đồng Nai
701,2854,BHX_HCM_GVA - 730 Lê Đức Thọ,1027,Thành phố Hồ Chí Minh
702,15822,BHX_HCM_TVL - An Hạ,1027,Thành phố Hồ Chí Minh
703,10380,BHX_LAN_BLU - Long Hiệp,1028,Tỉnh Tây Ninh
704,4749,BHX_BDU_TUY - Thửa 78 Tân Phước Khánh,1027,Thành phố Hồ Chí Minh
705,9954,BHX_LAN_CDU - Long Định,1028,Tỉnh Tây Ninh
706,28165,BHX_KHH_NHO - Đường 2/4,1023,Tỉnh Khánh Hòa
707,28066,BHX_LDO_HDU - 139 Trần Hưng Đạo,1025,Tỉnh Lâm Đồng
708,29932,BHX_HCM_BHU - Đường Số 10,1027,Thành phố Hồ Chí Minh
709,6834,BHX_HCM_Q08 - 821A Tạ Quang Bửu,1027,Thành phố Hồ Chí Minh
710,4476,BHX_HCM_Q12 - 243B Đường TA32,1027,Thành phố Hồ Chí Minh
711,14442,BHX_BDI_QNH - Kho Thịt Cá ITL Đà Nẵng (HUB),1022,Tỉnh Gia Lai
712,6260,BHX_BTR_MCN - Thửa 201 Minh Đức (Chợ Tân Hương),1030,Tỉnh Vĩnh Long
713,3391,BHX_HCM_TDU - 323 Lê Văn Thịnh,1027,Thành phố Hồ Chí Minh
714,14839,BHX_KGI_CTH - Giục Tượng,1031,Tỉnh An Giang
715,14925,BHX_HUE_PVA -  Phú Hải,1019,Thành phố Huế
716,2596,BHX_HCM_BCH - B14/12/2-B14A/13A/1L Cây Cám,1027,Thành phố Hồ Chí Minh
717,6265,BHX_DLA_BMT - 151 Y Moan Ênuôl,1024,Tỉnh Đắk Lắk
718,14198,BHX_BDI_PCA - khu An Thọ,1022,Tỉnh Gia Lai
719,5093,BHX_CTH_BTH - 774 Bùi Hữu Nghĩa,1032,Thành phố Cần Thơ
720,15623,BHX_BDU_BCA - Mỹ Phước,1027,Thành phố Hồ Chí Minh
721,15715,BHX_LDO_SLU - chợ Bình Tân,1025,Tỉnh Lâm Đồng
722,14619,BHX_STR_VCH - Nguyễn Huệ,1032,Thành phố Cần Thơ
723,5022,BHX_TVI_CTH - Thửa 313 Châu Thành,1030,Tỉnh Vĩnh Long
724,15720,BHX_LDO_BTH - Đặng Văn Lãnh,1025,Tỉnh Lâm Đồng
725,15095,BHX_LAN_CGI -  Kho SC AJ TOTAL,1028,Tỉnh Tây Ninh
726,4730,BHX_BDU_TDM - Số 945 Phú Thọ (Chợ Phú Văn),1027,Thành phố Hồ Chí Minh
727,6391,BHX_LAN_CGI - Thửa 675 Đông Thạnh,1028,Tỉnh Tây Ninh
728,14662,BHX_THO_NCO - Thái Hoà,1015,Tỉnh Thanh Hóa
729,6217,BHX_BLI_GRA - 276 Khóm 2 (Láng Tròn),1033,Tỉnh Cà Mau
730,15661,BHX_NAN_ĐĐO - Thị Trấn Thanh Chương,1016,Tỉnh Nghệ An
731,28175,BHX_CTH_TAD - Lê Hồng Phong,1032,Thành phố Cần Thơ
732,27949,BHX_DON_XLO - Xuân Lữ,1026,Tỉnh Đồng Nai
733,5490,BHX_CTH_NKI - 172B/20 An Khánh,1032,Thành phố Cần Thơ
734,5203,BHX_VLO_VLI - Tổ 10 Trung Hiếu,1030,Tỉnh Vĩnh Long
735,4595,BHX_DON_BHO - 261 Nguyễn Văn Tiên,1026,Tỉnh Đồng Nai
736,6219,BHX_AGI_LXU - Thửa 59 Đông Xuyên,1031,Tỉnh An Giang
737,3320,BHX_HCM_CCH - 02 Giồng Cát,1027,Thành phố Hồ Chí Minh
738,28637,BHX_HCM_NBE - 404 Nguyễn Bình,1027,Thành phố Hồ Chí Minh
739,28251,BHX_CTH_TAD - Thới An Đông,1032,Thành phố Cần Thơ
740,6188,BHX_HCM_TDU - 623H Đỗ Xuân Hợp,1027,Thành phố Hồ Chí Minh
741,6746,BHX_BDU_TUY - Thửa 1 Uyên Hưng,1027,Thành phố Hồ Chí Minh
742,3199,BHX_HCM_TBI - 55 Cống Lỡ,1027,Thành phố Hồ Chí Minh
743,7226,BHX_DLA_KNA - Ea Tóh,1024,Tỉnh Đắk Lắk
744,29987,BHX_HCM_CKI - 49 Phan Đình Phùng,1027,Thành phố Hồ Chí Minh
745,29966,BHX_HPH_APH - An Phong,1012,Thành phố Hải Phòng
746,13683,BHX_LAN_DHO - Kho Lạnh Trần Đại Nghĩa (HUB),1028,Tỉnh Tây Ninh
747,3871,BHX_BDU_TAN - Thửa 1610 KDC Thuận Giao,1027,Thành phố Hồ Chí Minh
748,5485,BHX_HCM_TPH - 216 Kênh Tân Hóa,1027,Thành phố Hồ Chí Minh
749,14353,BHX_QNG_QNG - Nguyễn Thuỵ,1021,Tỉnh Quảng Ngãi
750,5083,BHX_DTH_TMU - Thửa 420 Trường Xuân,1029,Tỉnh Đồng Tháp
751,3696,BHX_HCM_GVA - 44 Phạm Văn Chiêu,1027,Thành phố Hồ Chí Minh
752,5091,BHX_LAN_CDU - Thửa 1511 Long Trạch,1028,Tỉnh Tây Ninh
753,15655,BHX_HCM_BTD - 165 Lê Văn Quới,1027,Thành phố Hồ Chí Minh
754,6316,BHX_LAN_CGI - Thuận Thành (Ngã 4 Chợ Trạm),1028,Tỉnh Tây Ninh
755,9200,BHX_TNI_GDA - Phước Đông,1028,Tỉnh Tây Ninh
756,28164,BHX_DLA_TNH - Phan Huy Chú,1024,Tỉnh Đắk Lắk
757,4701,BHX_HCM_TDU - 1311 Nguyễn Duy Trinh,1027,Thành phố Hồ Chí Minh
758,28191,BHX_LDO_HKI - Hàm Cường,1025,Tỉnh Lâm Đồng
759,13035,BHX_HCM_TDU - Sunview Town,1027,Thành phố Hồ Chí Minh
760,5896,BHX_NTH_PRA - 64 Trần Nhân Tông,1023,Tỉnh Khánh Hòa
761,28173,BHX_HCM_BHI - 210 Nguyễn Thái Bình,1027,Thành phố Hồ Chí Minh
762,14570,BHX_HCM_TDU - 99A Nguyễn Duy Trinh,1027,Thành phố Hồ Chí Minh
763,28205,BHX_NBI_HLU - 146 Xuân Thành,1014,Tỉnh Ninh Bình
764,14969,BHX_THO_TSO - Dân Lực,1015,Tỉnh Thanh Hóa
765,4512,"BHX_BDU_PGI - Thửa 112, 142, 229 Độc Lập",1027,Thành phố Hồ Chí Minh
766,2882,BHX_HCM_Q12 - 22I-22I/2 Hiệp Thành 13,1027,Thành phố Hồ Chí Minh
767,5076,BHX_HCM_HMO - 85/2 Xuân Thới Đông,1027,Thành phố Hồ Chí Minh
768,6119,BHX_AGI_TTO - Thửa 368 Tri Tôn,1031,Tỉnh An Giang
769,14197,BHX_ĐNA_HVA - Kho SC ITL Đà Nẵng,1020,Thành phố Đà Nẵng
770,28161,BHX_THO_HTH - Hạc Thành,1015,Tỉnh Thanh Hóa
771,15662,BHX_TNI_HNG - Ấp Chánh,1028,Tỉnh Tây Ninh
772,15519,BHX_CTH_BTH - Nguyễn Truyền Thanh,1032,Thành phố Cần Thơ
773,5221,BHX_AGI_CTH - Thửa 387 An Châu,1031,Tỉnh An Giang
774,9237,BHX_DTH_CLA - Thửa 138 Nguyễn Thái Học,1029,Tỉnh Đồng Tháp
775,7842,BHX_BTR_BTR - 349D Phường 8,1030,Tỉnh Vĩnh Long
776,5098,BHX_BPH_DXO - Thửa 23 Trường Chinh,1026,Tỉnh Đồng Nai
777,1694,BHX_HCM_BTA - 11 Miếu Gò Xoài,1027,Thành phố Hồ Chí Minh
778,28571,BHX_NAN_VHI - Chợ Đình ( Tân Sơn ),1016,Tỉnh Nghệ An
779,2798,BHX_HCM_Q12 - 845 Hà Huy Giáp,1027,Thành phố Hồ Chí Minh
780,2265,BHX_HCM_HMO - 22/5 Phan Văn Hớn,1027,Thành phố Hồ Chí Minh
781,14153,BHX_QNA_DLO -  Ái Nghĩa,1020,Thành phố Đà Nẵng
782,4247,BHX_TGI_CTH - Thửa 99 Dưỡng Điềm,1029,Tỉnh Đồng Tháp
783,15713,BHX_HCM_APH - KDC Vietsing,1027,Thành phố Hồ Chí Minh
784,9746,BHX_AGI_CMO - Nhơn Mỹ,1031,Tỉnh An Giang
785,15558,BHX_LAN_TTH - Hậu Thạnh Đông,1028,Tỉnh Tây Ninh
786,28117,BHX_NAN_CLO - Nghi Hương,1016,Tỉnh Nghệ An
787,29766,BHX_NAN_VKI - Nghi Văn,1016,Tỉnh Nghệ An
788,15785,BHX_HCM_TNH - 1425 Nguyễn Cửu Phú,1027,Thành phố Hồ Chí Minh
789,14703,BHX_TTH_THO - 228 Điện Biên Phủ,1019,Thành phố Huế
790,9271,BHX_HCM_TDU - Thạnh Mỹ Lợi,1027,Thành phố Hồ Chí Minh
791,15716,BHX_HTI_DTH - Đức Thọ,1017,Tỉnh Hà Tĩnh
792,29846,BHX_NBI_YDO - Yên Đồng,1014,Tỉnh Ninh Bình
793,5179,BHX_HCM_CCH - 415 Quốc Lộ 22 (Phước Hiệp),1027,Thành phố Hồ Chí Minh
794,14447,BHX_DNA_NHS - 45-47 Châu Thị Vĩnh Tế,1020,Thành phố Đà Nẵng
795,13624,BHX_KHH_DKH - Kho Lạnh Trần Đại Nghĩa (HUB),1023,Tỉnh Khánh Hòa
796,4272,BHX_DON_VCU - 1971E ĐT768 Thạnh Phú,1026,Tỉnh Đồng Nai
797,8754,BHX_KHH_NTR - 01 Mai Xuân Thưởng,1023,Tỉnh Khánh Hòa
798,2271,BHX_HCM_HMO - 170 Trịnh Thị Miếng,1027,Thành phố Hồ Chí Minh
799,6211,BHX_CTH_CRA - Thửa 1 Yên Trung,1032,Thành phố Cần Thơ
800,3852,BHX_HCM_BCH - 04 Phạm Hùng,1027,Thành phố Hồ Chí Minh
801,1521,BHX_HCM_BTA - 131 Chiến Lược,1027,Thành phố Hồ Chí Minh
802,14762,BHX_HCM_TDU - 224 Tô Ngọc Vân,1027,Thành phố Hồ Chí Minh
803,3667,BHX_BDU_DAN - 42/27 Nguyễn Tri Phương,1027,Thành phố Hồ Chí Minh
804,7139,BHX_CMA_CMA - Nguyễn Thái Học,1033,Tỉnh Cà Mau
805,4883,BHX_HCM_Q12 - 42E Hiệp Thành 22,1027,Thành phố Hồ Chí Minh
806,28014,BHX_QNG_KTU - 690 Phan Đình Phùng,1021,Tỉnh Quảng Ngãi
807,9190,BHX_HCM_BTA - 66 Đường số 1,1027,Thành phố Hồ Chí Minh
808,3616,BHX_BDU_TDM - 258 Lê Hồng Phong,1027,Thành phố Hồ Chí Minh
809,9952,BHX_BDU_BBA - Trừ Văn Thố,1027,Thành phố Hồ Chí Minh
810,28264,BHX_AGI_HAN - Hoà Bình,1031,Tỉnh An Giang
811,15766,BHX_HCM_TTA - 222A Trần Đại Nghĩa,1027,Thành phố Hồ Chí Minh
812,14676,BHX_NAN_VIN - Kho DC Vinh (Đổi -Trả NCC),1016,Tỉnh Nghệ An
813,28615,BHX_CMA_BBA - Nguyễn Huế,1033,Tỉnh Cà Mau
814,5191,BHX_DTH_SDE - Thửa 32 Tân Quy Đông,1029,Tỉnh Đồng Tháp
815,3447,BHX_HCM_TBI - 373 Lý Thường Kiệt,1027,Thành phố Hồ Chí Minh
816,6632,BHX_BRV_VTA - 110C Đô Lương,1027,Thành phố Hồ Chí Minh
817,14557,BHX_CMA_PTA - Phú Tân,1033,Tỉnh Cà Mau
818,14975,BHX_LDO_DLA - 39 La Sơn Phu Tử,1025,Tỉnh Lâm Đồng
819,28245,BHX_NBI_VBA - Thị trấn Gôi,1014,Tỉnh Ninh Bình
820,30028,BHX_VLO_KHT - Phú Long,1030,Tỉnh Vĩnh Long
821,14781,BHX_HGI_VTH - Vĩnh Thuận Tây,1032,Thành phố Cần Thơ
822,5275,BHX_KGI_HDA - 994 Quốc Lộ 80,1031,Tỉnh An Giang
823,29754,BHX_HCM_BBA - Bàu Bàng (chợ Đêm),1027,Thành phố Hồ Chí Minh
824,6554,BHX_DON_BHO - K4/278 Bửu Hòa,1026,Tỉnh Đồng Nai
825,13656,BHX_HCM_Q05 - 236A Nguyễn Trãi,1027,Thành phố Hồ Chí Minh
826,8727,BHX_HCM_NBE - 1554 Lê Văn Lương,1027,Thành phố Hồ Chí Minh
827,28635,BHX_CTH_OMO - Thới Bình B,1032,Thành phố Cần Thơ
828,6842,BHX_BTR_MCN - Thửa 38 An Thới,1030,Tỉnh Vĩnh Long
829,14624,BHX_CTH_NKI - Nguyễn Văn Cừ Nối Dài,1032,Thành phố Cần Thơ
830,5687,BHX_BPH_HQU - Khu Phố 2 (Tân Khai),1026,Tỉnh Đồng Nai
831,5204,BHX_BDU_TUY - 36 Khánh Long,1027,Thành phố Hồ Chí Minh
832,28132,BHX_QNG_DBL - 145 Phạm Văn Đồng,1021,Tỉnh Quảng Ngãi
833,6536,BHX_KHH_NHO - Tân Khánh 1 (Ninh Sim),1023,Tỉnh Khánh Hòa
834,14793,BHX_BDI_TSO - Tây Giang ( Chợ Đồng Phó),1022,Tỉnh Gia Lai
835,5808,BHX_BTH_HTN - Thửa 1064 Thuận Nam (Chợ 30),1025,Tỉnh Lâm Đồng
836,5852,BHX_BDU_TAN - Kho DC Thuận An (Đổi -Trả NCC),1027,Thành phố Hồ Chí Minh
837,29824,BHX_HCM_APD - Vườn Lài,1027,Thành phố Hồ Chí Minh
838,15115,BHX_THO_TGI - Hải Bình,1015,Tỉnh Thanh Hóa
839,1642,BHX_HCM_BTA - 132 Liên khu 10-11,1027,Thành phố Hồ Chí Minh
840,14310,BHX_DNA_STR - Nguyễn Thị Định,1020,Thành phố Đà Nẵng
841,6457,BHX_LAN_DHO - Nhơn Hòa 1 (Đức Hòa Thượng),1028,Tỉnh Tây Ninh
842,16861,BHX_HCM_TDU - 206 Tam Bình,1027,Thành phố Hồ Chí Minh
843,28599,BHX_NAN_TMA - Quỳnh Dị ( Chợ Yên Trung ),1016,Tỉnh Nghệ An
844,14748,BHX_HCM_TDU - 68A-68B đường Đình Phong Phú,1027,Thành phố Hồ Chí Minh
845,5743,BHX_LAN_BLU - Thửa 289 Thanh Phú,1028,Tỉnh Tây Ninh
846,4867,BHX_DTH_TBI - Thửa 179 Tân Đông B (Chợ Thanh Bình),1029,Tỉnh Đồng Tháp
847,8047,BHX_LAN_TTH - 59 QL1A Nhị Thành,1028,Tỉnh Tây Ninh
848,27946,BHX_AGI_DTH - Sáu Đình,1031,Tỉnh An Giang
849,9371,BHX_LDO_DRO - Phi Liêng,1025,Tỉnh Lâm Đồng
850,15829,BHX_TNI_DHO -  KCN Tân Đức 2,1028,Tỉnh Tây Ninh
851,28287,BHX_HYE_QPH - Chợ Giá 2,1013,Tỉnh Hưng Yên
852,6670,BHX_LAN_TTH - Bà Mía (Mỹ Lạc),1028,Tỉnh Tây Ninh
853,6155,BHX_HCM_BTH - 109 Bình Quới,1027,Thành phố Hồ Chí Minh
854,14704,BHX_HTI_THA - Thạch Châu,1017,Tỉnh Hà Tĩnh
855,9134,BHX_BTH_TPH - Chí Công,1025,Tỉnh Lâm Đồng
856,15439,BHX_THO_BSO - Ngọc Trạo,1015,Tỉnh Thanh Hóa
857,6369,BHX_AGI_LXU - Thửa 2 Mỹ Hòa,1031,Tỉnh An Giang
858,6556,BHX_DON_TBO - 344 Xây Dựng (Giang Điền),1026,Tỉnh Đồng Nai
859,15116,BHX_QBI_THO - Tiến Hoá,1018,Tỉnh Quảng Trị
860,6628,BHX_HCM_PNH - 70 Nguyễn Trọng Tuyển,1027,Thành phố Hồ Chí Minh
861,30096,BHX_DNA_LCH - 128 Đồng Kè,1020,Thành phố Đà Nẵng
862,15037,BHX_TNI_HTH - 160 Nguyễn Văn Linh,1028,Tỉnh Tây Ninh
863,5169,BHX_BRV_DDO - Hải Tân (Phước Hải),1027,Thành phố Hồ Chí Minh
864,4506,BHX_TGI_CLA - Thửa 149 158 Phú An (Ngã 3 Cái Bè,1029,Tỉnh Đồng Tháp
865,30039,BHX_DTH_TLA - Thường Thới Hậu A,1029,Tỉnh Đồng Tháp
866,14315,BHX_BRV_LDI - HUB Bà Rịa,1027,Thành phố Hồ Chí Minh
867,6551,BHX_DLA_BMT - 61 Buôn Kao (Ea Kao),1024,Tỉnh Đắk Lắk
868,15675,BHX_HCM_PLA - 23 – 25 Đường số 10,1027,Thành phố Hồ Chí Minh
869,14534,BHX_THO_THO - 109-111 Hải Thượng Lãn Ông,1015,Tỉnh Thanh Hóa
870,28150,BHX_THO_YDI - Yên Định,1015,Tỉnh Thanh Hóa
871,6421,BHX_HCM_Q12 - 1036 Nguyễn Văn Quá,1027,Thành phố Hồ Chí Minh
872,5105,BHX_BDU_TAN - 523A Nguyễn Trãi,1027,Thành phố Hồ Chí Minh
873,14524,BHX_DNA_LCH - Trần Đình Tri,1020,Thành phố Đà Nẵng
874,5068,BHX_DTH_SDE - Thửa 92 Sa Đéc,1029,Tỉnh Đồng Tháp
875,14478,BHX_DON_XLO - Tỉnh Lộ 765,1026,Tỉnh Đồng Nai
876,12995,BHX_HCM_Q12 - Chung Cư Prosper Plaza,1027,Thành phố Hồ Chí Minh
877,4535,BHX_VLO_TBI - 38 Phan Văn Đáng (Chợ Tam Bình),1030,Tỉnh Vĩnh Long
878,30019,BHX_HCM_THO - 785 - 785A Cách Mạng Tháng Tám,1027,Thành phố Hồ Chí Minh
879,14467,BHX_DLA_BHO - 70 Nguyễn Chí Thanh,1024,Tỉnh Đắk Lắk
880,9458,BHX_HCM_TDU - An Phú,1027,Thành phố Hồ Chí Minh
881,4775,BHX_BTR_BTR - Thửa 30 Trương Định,1030,Tỉnh Vĩnh Long
882,12998,BHX_LAN_CGI - Kho Lạnh AJ trả NCC,1028,Tỉnh Tây Ninh
883,2214,BHX_HCM_TPH - 63 Nguyễn Đỗ Cung,1027,Thành phố Hồ Chí Minh
884,8341,BHX_HCM_Q03 - 49 Huỳnh Tịnh Của,1027,Thành phố Hồ Chí Minh
885,6466,BHX_BTR_GTR - Thạnh Phú Đông (Chợ Cái Mít),1030,Tỉnh Vĩnh Long
886,5016,BHX_BTR_MCB - Thửa 39 Phước Khánh (Chợ Ba Vát),1030,Tỉnh Vĩnh Long
887,29785,BHX_HYE_TLY - Nguyễn Đức Cảnh (Cầu Bo),1013,Tỉnh Hưng Yên
888,4222,BHX_LAN_BLU - 35 đường 832 Nhựt Chánh,1028,Tỉnh Tây Ninh
889,6605,BHX_DLA_BHO - 79 Trần Hưng Đạo,1024,Tỉnh Đắk Lắk
890,15431,BHX_VLO_LHO - Kho Lạnh Thốt Nốt (HUB),1030,Tỉnh Vĩnh Long
891,14549,BHX_NAN_DCH - Diễn Yên,1016,Tỉnh Nghệ An
892,6990,BHX_DLA_LAK - 228 Nguyễn Tất Thành,1024,Tỉnh Đắk Lắk
893,13787,BHX_LAN_BLU - Lương Bình,1028,Tỉnh Tây Ninh
894,4408,BHX_BDU_TUY - Thửa 315 316 317 Hội Nghĩa,1027,Thành phố Hồ Chí Minh
895,6862,BHX_DLA_KPA - Quốc Lộ 26 (Krông Búk),1024,Tỉnh Đắk Lắk
896,29778,BHX_CTH_MHU - Mỹ Tú,1032,Thành phố Cần Thơ
897,7107,BHX_HGI_CTA - Kho DC Châu Thành A (Đổi -Trả NCC),1032,Thành phố Cần Thơ
898,2115,BHX_HCM_BCH - A8/17 Đường 1A,1027,Thành phố Hồ Chí Minh
899,6549,BHX_DLA_KPA - 45 Thôn Tân Bình (Ea Knuec),1024,Tỉnh Đắk Lắk
900,14537,BHX_TVI_TVI - Phường 04,1030,Tỉnh Vĩnh Long
901,14528,BHX_DNA_CLE -  Ông Ích Đường,1020,Thành phố Đà Nẵng
902,4626,BHX_CTH_NKI - Nguyễn Văn Cừ nối dài (KDC Hồng Phát),1032,Thành phố Cần Thơ
903,10454,BHX_BTR_CTH - Kho XLCL Bến Tre,1030,Tỉnh Vĩnh Long
904,3365,BHX_HCM_Q12 - 458 Đường TTH02,1027,Thành phố Hồ Chí Minh
905,28302,BHX_HYE_TLA - Trần Lãm (Chợ Vũ Tây),1013,Tỉnh Hưng Yên
906,30005,BHX_HCM_CLA - 132 Đường số 35-CL,1027,Thành phố Hồ Chí Minh
907,4764,BHX_VLO_TBI - Tổ 11 Phú Ninh,1030,Tỉnh Vĩnh Long
908,14522,BHX_QNG_QNG - Tịnh Châu,1021,Tỉnh Quảng Ngãi
909,4890,BHX_LAN_MHO - Thửa 317 Mộc Hóa,1028,Tỉnh Tây Ninh
910,10104,BHX_TVI_TCU - Đại An,1030,Tỉnh Vĩnh Long
911,7932,BHX_BRV_CDU - Thửa 70 Kim Long,1027,Thành phố Hồ Chí Minh
912,4410,"BHX_BDU_TUY - Thửa 57, 58, 59, 60 Uyên Hưng",1027,Thành phố Hồ Chí Minh
913,15165,BHX_ĐNA_HVA - Kho Nhập Khẩu ITL Đà Nẵng (Đổi - Trả NCC),1020,Thành phố Đà Nẵng
914,15764,BHX_HTI_DLO - Đồng Lộc,1017,Tỉnh Hà Tĩnh
915,1769,BHX_HCM_BTA - 869 Hương Lộ 2,1027,Thành phố Hồ Chí Minh
916,2251,BHX_HCM_BTA - 143 Liên khu 5-6,1027,Thành phố Hồ Chí Minh
917,4546,BHX_HCM_Q12 - 368 Tô Ký,1027,Thành phố Hồ Chí Minh
918,3384,BHX_HCM - Kho ảo xử lý chênh lệch,1027,Thành phố Hồ Chí Minh
919,14473,BHX_QBI_BTR - 42 Trần Phú,1018,Tỉnh Quảng Trị
920,5274,BHX_BDU_DAN - Thửa 14 Đông Chiêu,1027,Thành phố Hồ Chí Minh
921,28092,BHX_HCM_TAH - Nguyễn Văn Khạ,1027,Thành phố Hồ Chí Minh
922,2379,BHX_HCM_GVA - 781 Phạm Văn Bạch,1027,Thành phố Hồ Chí Minh
923,4688,BHX_AGI_LXU - Thửa 131 Mỹ Thới (Chợ Cái Sao),1031,Tỉnh An Giang
924,7749,BHX_LAN_DHO - Ấp 1 Đức Hòa Đông,1028,Tỉnh Tây Ninh
925,28162,BHX_NAN_QLU - Cầu Giát,1016,Tỉnh Nghệ An
926,6669,BHX_LAN_TTR - Tân Bình (Tân Trụ),1028,Tỉnh Tây Ninh
927,15765,BHX_HUE_PDI - 06 Phò Trạch,1019,Thành phố Huế
928,3892,BHX_HCM_GVA - 1470 Lê Đức Thọ,1027,Thành phố Hồ Chí Minh
929,13665,BHX_HCM_Q08 - 118 Hưng Phú,1027,Thành phố Hồ Chí Minh
930,3890,BHX_HCM_TDU - 57 Nam Cao,1027,Thành phố Hồ Chí Minh
931,6776,BHX_DON_NTR - Ấp Trầu (Phước Thiền),1026,Tỉnh Đồng Nai
932,3650,BHX_BDU_TAN - D6/27B Thuận Giao 16,1027,Thành phố Hồ Chí Minh
933,7167,BHX_HCM_BCH - E9/11 Thới Hòa,1027,Thành phố Hồ Chí Minh
934,15552,BHX_QBI_DSO - Chành trung chuyển rau củ quả Đồng Hới (HUB),1018,Tỉnh Quảng Trị
935,4539,BHX_DON_BHO - 14/4C Tam Hòa,1026,Tỉnh Đồng Nai
936,28806,BHX_AGI_TSO - Bình Thành,1031,Tỉnh An Giang
937,3263,BHX_HCM_Q12 - 181 TTN17 (Tân Thới Nhất),1027,Thành phố Hồ Chí Minh
938,4550,BHX_HCM_TDU - 130A Đường Số 11,1027,Thành phố Hồ Chí Minh
939,15815,BHX_HCM_PHD - 21/1 Huỳnh Minh Mương,1027,Thành phố Hồ Chí Minh
940,4629,BHX_VLO_VLO - 54/2 Khóm 3 (Chợ Phường 3),1030,Tỉnh Vĩnh Long
941,4375,BHX_DON_BHO - 12/13 Trảng Dài (Chợ Quang Thắng),1026,Tỉnh Đồng Nai
942,6819,BHX_BTH_DLI - Thôn 5 Mê Pu,1025,Tỉnh Lâm Đồng
943,27972,BHX_HCM_BDI - 971 Phan Văn Hớn,1027,Thành phố Hồ Chí Minh
944,15010,BHX_DLA_EHL - Ea Wy,1024,Tỉnh Đắk Lắk
945,14496,BHX_QBI_BDO - Hùng Vương,1018,Tỉnh Quảng Trị
946,8875,BHX_HCM_TPH - 165 Lê Trọng Tấn,1027,Thành phố Hồ Chí Minh
947,4876,BHX_AGI_PTA - Thửa 208 Tỉnh Lộ 954 Phú Hiệp,1031,Tỉnh An Giang
948,13801,BHX_BRV_PMY - Kho Lạnh Trần Đại Nghĩa (HUB),1027,Thành phố Hồ Chí Minh
949,7862,BHX_LDO_DTR - 35/6 Liên Hiệp,1025,Tỉnh Lâm Đồng
950,14317,BHX_KHH_DKH - Phú Lộc Đông,1023,Tỉnh Khánh Hòa
951,4368,BHX_BTR_BTR - Thửa 51 và 89 ĐT884,1030,Tỉnh Vĩnh Long
952,8190,BHX_HCM_HMO - Thửa 98 Đông Thạnh,1027,Thành phố Hồ Chí Minh
953,28289,BHX_NAN_NDA - Nam Nghĩa,1016,Tỉnh Nghệ An
